"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Warrick County, IN"	"18173"	"2018"	"2018"	669	62567	1069.3
	"Warrick County, IN"	"18173"	"2019"	"2019"	619	62998	982.6
	"Washington County, IN"	"18175"	"2015"	"2015"	339	27827	1218.2
	"Washington County, IN"	"18175"	"2016"	"2016"	323	27670	1167.3
	"Washington County, IN"	"18175"	"2017"	"2017"	322	27827	1157.1
	"Washington County, IN"	"18175"	"2018"	"2018"	306	27943	1095.1
	"Washington County, IN"	"18175"	"2019"	"2019"	314	28036	1120.0
	"Wayne County, IN"	"18177"	"2015"	"2015"	887	67001	1323.9
	"Wayne County, IN"	"18177"	"2016"	"2016"	863	66568	1296.4
	"Wayne County, IN"	"18177"	"2017"	"2017"	930	66185	1405.2
	"Wayne County, IN"	"18177"	"2018"	"2018"	959	65936	1454.4
	"Wayne County, IN"	"18177"	"2019"	"2019"	881	65884	1337.2
	"Wells County, IN"	"18179"	"2015"	"2015"	302	27964	1080.0
	"Wells County, IN"	"18179"	"2016"	"2016"	278	27949	994.7
	"Wells County, IN"	"18179"	"2017"	"2017"	341	27984	1218.6
	"Wells County, IN"	"18179"	"2018"	"2018"	323	28206	1145.1
	"Wells County, IN"	"18179"	"2019"	"2019"	290	28296	1024.9
	"White County, IN"	"18181"	"2015"	"2015"	293	24293	1206.1
	"White County, IN"	"18181"	"2016"	"2016"	297	23999	1237.6
	"White County, IN"	"18181"	"2017"	"2017"	301	24182	1244.7
	"White County, IN"	"18181"	"2018"	"2018"	304	24133	1259.7
	"White County, IN"	"18181"	"2019"	"2019"	298	24102	1236.4
	"Whitley County, IN"	"18183"	"2015"	"2015"	297	33406	889.1
	"Whitley County, IN"	"18183"	"2016"	"2016"	305	33449	911.8
	"Whitley County, IN"	"18183"	"2017"	"2017"	331	33756	980.6
	"Whitley County, IN"	"18183"	"2018"	"2018"	324	34074	950.9
	"Whitley County, IN"	"18183"	"2019"	"2019"	342	33964	1006.9
	"Adair County, IA"	"19001"	"2015"	"2015"	117	7228	1618.7
	"Adair County, IA"	"19001"	"2016"	"2016"	105	7092	1480.5
	"Adair County, IA"	"19001"	"2017"	"2017"	106	7054	1502.7
	"Adair County, IA"	"19001"	"2018"	"2018"	85	7063	1203.5
	"Adair County, IA"	"19001"	"2019"	"2019"	104	7152	1454.1
	"Adams County, IA"	"19003"	"2015"	"2015"	53	3796	1396.2
	"Adams County, IA"	"19003"	"2016"	"2016"	47	3693	1272.7
	"Adams County, IA"	"19003"	"2017"	"2017"	47	3686	1275.1
	"Adams County, IA"	"19003"	"2018"	"2018"	38	3645	1042.5
	"Adams County, IA"	"19003"	"2019"	"2019"	37	3602	1027.2
	"Allamakee County, IA"	"19005"	"2015"	"2015"	186	13886	1339.5
	"Allamakee County, IA"	"19005"	"2016"	"2016"	152	13884	1094.8
	"Allamakee County, IA"	"19005"	"2017"	"2017"	187	13884	1346.9
	"Allamakee County, IA"	"19005"	"2018"	"2018"	174	13832	1258.0
	"Allamakee County, IA"	"19005"	"2019"	"2019"	193	13687	1410.1
	"Appanoose County, IA"	"19007"	"2015"	"2015"	204	12529	1628.2
	"Appanoose County, IA"	"19007"	"2016"	"2016"	156	12462	1251.8
	"Appanoose County, IA"	"19007"	"2017"	"2017"	154	12352	1246.8
	"Appanoose County, IA"	"19007"	"2018"	"2018"	181	12437	1455.3
	"Appanoose County, IA"	"19007"	"2019"	"2019"	172	12426	1384.2
	"Audubon County, IA"	"19009"	"2015"	"2015"	77	5773	1333.8
	"Audubon County, IA"	"19009"	"2016"	"2016"	95	5678	1673.1
	"Audubon County, IA"	"19009"	"2017"	"2017"	91	5578	1631.4
	"Audubon County, IA"	"19009"	"2018"	"2018"	82	5506	1489.3
	"Audubon County, IA"	"19009"	"2019"	"2019"	90	5496	1637.6
	"Benton County, IA"	"19011"	"2015"	"2015"	236	25658	919.8
	"Benton County, IA"	"19011"	"2016"	"2016"	223	25699	867.7
	"Benton County, IA"	"19011"	"2017"	"2017"	256	25642	998.4
	"Benton County, IA"	"19011"	"2018"	"2018"	280	25642	1092.0
	"Benton County, IA"	"19011"	"2019"	"2019"	239	25645	932.0
	"Black Hawk County, IA"	"19013"	"2015"	"2015"	1134	133455	849.7
	"Black Hawk County, IA"	"19013"	"2016"	"2016"	1240	132904	933.0
	"Black Hawk County, IA"	"19013"	"2017"	"2017"	1269	132648	956.7
	"Black Hawk County, IA"	"19013"	"2018"	"2018"	1276	132408	963.7
	"Black Hawk County, IA"	"19013"	"2019"	"2019"	1285	131228	979.2
	"Boone County, IA"	"19015"	"2015"	"2015"	289	26643	1084.7
	"Boone County, IA"	"19015"	"2016"	"2016"	299	26532	1126.9
	"Boone County, IA"	"19015"	"2017"	"2017"	297	26484	1121.4
	"Boone County, IA"	"19015"	"2018"	"2018"	298	26346	1131.1
	"Boone County, IA"	"19015"	"2019"	"2019"	310	26234	1181.7
	"Bremer County, IA"	"19017"	"2015"	"2015"	238	24722	962.7
	"Bremer County, IA"	"19017"	"2016"	"2016"	218	24798	879.1
	"Bremer County, IA"	"19017"	"2017"	"2017"	241	24911	967.4
	"Bremer County, IA"	"19017"	"2018"	"2018"	230	24947	922.0
	"Bremer County, IA"	"19017"	"2019"	"2019"	239	25062	953.6
	"Buchanan County, IA"	"19019"	"2015"	"2015"	188	21062	892.6
	"Buchanan County, IA"	"19019"	"2016"	"2016"	196	20992	933.7
	"Buchanan County, IA"	"19019"	"2017"	"2017"	234	21202	1103.7
	"Buchanan County, IA"	"19019"	"2018"	"2018"	219	21199	1033.1
	"Buchanan County, IA"	"19019"	"2019"	"2019"	203	21175	958.7
	"Buena Vista County, IA"	"19021"	"2015"	"2015"	190	20493	927.1
	"Buena Vista County, IA"	"19021"	"2016"	"2016"	192	20332	944.3
	"Buena Vista County, IA"	"19021"	"2017"	"2017"	173	20110	860.3
	"Buena Vista County, IA"	"19021"	"2018"	"2018"	179	19874	900.7
	"Buena Vista County, IA"	"19021"	"2019"	"2019"	159	19620	810.4
	"Butler County, IA"	"19023"	"2015"	"2015"	177	14915	1186.7
	"Butler County, IA"	"19023"	"2016"	"2016"	190	14791	1284.6
	"Butler County, IA"	"19023"	"2017"	"2017"	194	14606	1328.2
	"Butler County, IA"	"19023"	"2018"	"2018"	196	14539	1348.1
	"Butler County, IA"	"19023"	"2019"	"2019"	208	14439	1440.5
	"Calhoun County, IA"	"19025"	"2015"	"2015"	147	9818	1497.2
	"Calhoun County, IA"	"19025"	"2016"	"2016"	144	9846	1462.5
	"Calhoun County, IA"	"19025"	"2017"	"2017"	135	9746	1385.2
	"Calhoun County, IA"	"19025"	"2018"	"2018"	123	9699	1268.2
	"Calhoun County, IA"	"19025"	"2019"	"2019"	143	9668	1479.1
	"Carroll County, IA"	"19027"	"2015"	"2015"	258	20498	1258.7
	"Carroll County, IA"	"19027"	"2016"	"2016"	230	20437	1125.4
	"Carroll County, IA"	"19027"	"2017"	"2017"	265	20320	1304.1
	"Carroll County, IA"	"19027"	"2018"	"2018"	222	20154	1101.5
	"Carroll County, IA"	"19027"	"2019"	"2019"	224	20165	1110.8
	"Cass County, IA"	"19029"	"2015"	"2015"	207	13427	1541.7
	"Cass County, IA"	"19029"	"2016"	"2016"	191	13157	1451.7
	"Cass County, IA"	"19029"	"2017"	"2017"	202	13145	1536.7
	"Cass County, IA"	"19029"	"2018"	"2018"	213	12930	1647.3
	"Cass County, IA"	"19029"	"2019"	"2019"	194	12836	1511.4
	"Cedar County, IA"	"19031"	"2015"	"2015"	180	18340	981.5
	"Cedar County, IA"	"19031"	"2016"	"2016"	199	18454	1078.4
	"Cedar County, IA"	"19031"	"2017"	"2017"	165	18543	889.8
	"Cedar County, IA"	"19031"	"2018"	"2018"	171	18627	918.0
	"Cedar County, IA"	"19031"	"2019"	"2019"	190	18627	1020.0
	"Cerro Gordo County, IA"	"19033"	"2015"	"2015"	509	43017	1183.3
	"Cerro Gordo County, IA"	"19033"	"2016"	"2016"	539	43070	1251.5
	"Cerro Gordo County, IA"	"19033"	"2017"	"2017"	519	43006	1206.8
	"Cerro Gordo County, IA"	"19033"	"2018"	"2018"	515	42647	1207.6
	"Cerro Gordo County, IA"	"19033"	"2019"	"2019"	554	42450	1305.1
	"Cherokee County, IA"	"19035"	"2015"	"2015"	169	11574	1460.2
	"Cherokee County, IA"	"19035"	"2016"	"2016"	175	11508	1520.7
	"Cherokee County, IA"	"19035"	"2017"	"2017"	144	11316	1272.5
	"Cherokee County, IA"	"19035"	"2018"	"2018"	166	11321	1466.3
	"Cherokee County, IA"	"19035"	"2019"	"2019"	164	11235	1459.7
	"Chickasaw County, IA"	"19037"	"2015"	"2015"	129	12097	1066.4
	"Chickasaw County, IA"	"19037"	"2016"	"2016"	136	12023	1131.2
	"Chickasaw County, IA"	"19037"	"2017"	"2017"	135	12005	1124.5
	"Chickasaw County, IA"	"19037"	"2018"	"2018"	135	11964	1128.4
	"Chickasaw County, IA"	"19037"	"2019"	"2019"	148	11933	1240.3
	"Clarke County, IA"	"19039"	"2015"	"2015"	104	9259	1123.2
	"Clarke County, IA"	"19039"	"2016"	"2016"	110	9309	1181.7
	"Clarke County, IA"	"19039"	"2017"	"2017"	104	9374	1109.5
	"Clarke County, IA"	"19039"	"2018"	"2018"	119	9423	1262.9
	"Clarke County, IA"	"19039"	"2019"	"2019"	124	9395	1319.9
	"Clay County, IA"	"19041"	"2015"	"2015"	212	16507	1284.3
	"Clay County, IA"	"19041"	"2016"	"2016"	170	16333	1040.8
	"Clay County, IA"	"19041"	"2017"	"2017"	178	16170	1100.8
	"Clay County, IA"	"19041"	"2018"	"2018"	178	16134	1103.3
	"Clay County, IA"	"19041"	"2019"	"2019"	210	16016	1311.2
	"Clayton County, IA"	"19043"	"2015"	"2015"	199	17644	1127.9
	"Clayton County, IA"	"19043"	"2016"	"2016"	193	17590	1097.2
	"Clayton County, IA"	"19043"	"2017"	"2017"	208	17637	1179.3
	"Clayton County, IA"	"19043"	"2018"	"2018"	198	17556	1127.8
	"Clayton County, IA"	"19043"	"2019"	"2019"	205	17549	1168.2
	"Clinton County, IA"	"19045"	"2015"	"2015"	566	47768	1184.9
	"Clinton County, IA"	"19045"	"2016"	"2016"	577	47309	1219.6
	"Clinton County, IA"	"19045"	"2017"	"2017"	584	47010	1242.3
	"Clinton County, IA"	"19045"	"2018"	"2018"	580	46518	1246.8
	"Clinton County, IA"	"19045"	"2019"	"2019"	542	46429	1167.4
	"Crawford County, IA"	"19047"	"2015"	"2015"	180	17094	1053.0
	"Crawford County, IA"	"19047"	"2016"	"2016"	165	16940	974.0
	"Crawford County, IA"	"19047"	"2017"	"2017"	201	17056	1178.5
	"Crawford County, IA"	"19047"	"2018"	"2018"	159	17158	926.7
	"Crawford County, IA"	"19047"	"2019"	"2019"	168	16820	998.8
	"Dallas County, IA"	"19049"	"2015"	"2015"	422	80133	526.6
	"Dallas County, IA"	"19049"	"2016"	"2016"	487	84516	576.2
	"Dallas County, IA"	"19049"	"2017"	"2017"	481	87235	551.4
	"Dallas County, IA"	"19049"	"2018"	"2018"	545	90180	604.3
	"Dallas County, IA"	"19049"	"2019"	"2019"	509	93453	544.7
	"Davis County, IA"	"19051"	"2015"	"2015"	95	8769	1083.4
	"Davis County, IA"	"19051"	"2016"	"2016"	94	8860	1060.9
	"Davis County, IA"	"19051"	"2017"	"2017"	80	8966	892.3
	"Davis County, IA"	"19051"	"2018"	"2018"	97	9017	1075.7
	"Davis County, IA"	"19051"	"2019"	"2019"	95	9000	1055.6
	"Decatur County, IA"	"19053"	"2015"	"2015"	78	8220	948.9
	"Decatur County, IA"	"19053"	"2016"	"2016"	86	8141	1056.4
	"Decatur County, IA"	"19053"	"2017"	"2017"	97	7950	1220.1
	"Decatur County, IA"	"19053"	"2018"	"2018"	93	7890	1178.7
	"Decatur County, IA"	"19053"	"2019"	"2019"	81	7870	1029.2
	"Delaware County, IA"	"19055"	"2015"	"2015"	170	17403	976.8
	"Delaware County, IA"	"19055"	"2016"	"2016"	170	17327	981.1
	"Delaware County, IA"	"19055"	"2017"	"2017"	172	17153	1002.7
	"Delaware County, IA"	"19055"	"2018"	"2018"	177	17069	1037.0
	"Delaware County, IA"	"19055"	"2019"	"2019"	183	17011	1075.8
	"Des Moines County, IA"	"19057"	"2015"	"2015"	450	40055	1123.5
	"Des Moines County, IA"	"19057"	"2016"	"2016"	478	39739	1202.8
	"Des Moines County, IA"	"19057"	"2017"	"2017"	430	39417	1090.9
	"Des Moines County, IA"	"19057"	"2018"	"2018"	476	39138	1216.2
	"Des Moines County, IA"	"19057"	"2019"	"2019"	506	38967	1298.5
	"Dickinson County, IA"	"19059"	"2015"	"2015"	208	17111	1215.6
	"Dickinson County, IA"	"19059"	"2016"	"2016"	190	17243	1101.9
	"Dickinson County, IA"	"19059"	"2017"	"2017"	223	17199	1296.6
	"Dickinson County, IA"	"19059"	"2018"	"2018"	202	17153	1177.6
	"Dickinson County, IA"	"19059"	"2019"	"2019"	202	17258	1170.5
	"Dubuque County, IA"	"19061"	"2015"	"2015"	905	97125	931.8
	"Dubuque County, IA"	"19061"	"2016"	"2016"	867	97003	893.8
	"Dubuque County, IA"	"19061"	"2017"	"2017"	940	97041	968.7
	"Dubuque County, IA"	"19061"	"2018"	"2018"	931	96854	961.2
	"Dubuque County, IA"	"19061"	"2019"	"2019"	942	97311	968.0
	"Emmet County, IA"	"19063"	"2015"	"2015"	131	9769	1341.0
	"Emmet County, IA"	"19063"	"2016"	"2016"	121	9658	1252.8
	"Emmet County, IA"	"19063"	"2017"	"2017"	137	9432	1452.5
	"Emmet County, IA"	"19063"	"2018"	"2018"	123	9253	1329.3
	"Emmet County, IA"	"19063"	"2019"	"2019"	119	9208	1292.4
	"Fayette County, IA"	"19065"	"2015"	"2015"	272	20257	1342.7
	"Fayette County, IA"	"19065"	"2016"	"2016"	256	20054	1276.6
	"Fayette County, IA"	"19065"	"2017"	"2017"	253	19796	1278.0
	"Fayette County, IA"	"19065"	"2018"	"2018"	255	19660	1297.0
	"Fayette County, IA"	"19065"	"2019"	"2019"	236	19650	1201.0
	"Floyd County, IA"	"19067"	"2015"	"2015"	200	15960	1253.1
	"Floyd County, IA"	"19067"	"2016"	"2016"	170	15873	1071.0
	"Floyd County, IA"	"19067"	"2017"	"2017"	200	15744	1270.3
	"Floyd County, IA"	"19067"	"2018"	"2018"	180	15761	1142.1
	"Floyd County, IA"	"19067"	"2019"	"2019"	146	15642	933.4
	"Franklin County, IA"	"19069"	"2015"	"2015"	108	10295	1049.1
	"Franklin County, IA"	"19069"	"2016"	"2016"	140	10170	1376.6
	"Franklin County, IA"	"19069"	"2017"	"2017"	135	10164	1328.2
	"Franklin County, IA"	"19069"	"2018"	"2018"	119	10124	1175.4
	"Franklin County, IA"	"19069"	"2019"	"2019"	118	10070	1171.8
	"Fremont County, IA"	"19071"	"2015"	"2015"	115	6906	1665.2
	"Fremont County, IA"	"19071"	"2016"	"2016"	86	6950	1237.4
	"Fremont County, IA"	"19071"	"2017"	"2017"	96	6948	1381.7
	"Fremont County, IA"	"19071"	"2018"	"2018"	79	6993	1129.7
	"Fremont County, IA"	"19071"	"2019"	"2019"	106	6960	1523.0
	"Greene County, IA"	"19073"	"2015"	"2015"	123	9027	1362.6
	"Greene County, IA"	"19073"	"2016"	"2016"	138	9011	1531.5
	"Greene County, IA"	"19073"	"2017"	"2017"	120	8981	1336.2
	"Greene County, IA"	"19073"	"2018"	"2018"	123	8981	1369.6
	"Greene County, IA"	"19073"	"2019"	"2019"	106	8888	1192.6
	"Grundy County, IA"	"19075"	"2015"	"2015"	123	12435	989.1
	"Grundy County, IA"	"19075"	"2016"	"2016"	144	12313	1169.5
	"Grundy County, IA"	"19075"	"2017"	"2017"	149	12333	1208.1
	"Grundy County, IA"	"19075"	"2018"	"2018"	159	12304	1292.3
	"Grundy County, IA"	"19075"	"2019"	"2019"	156	12232	1275.3
	"Guthrie County, IA"	"19077"	"2015"	"2015"	136	10676	1273.9
	"Guthrie County, IA"	"19077"	"2016"	"2016"	97	10625	912.9
	"Guthrie County, IA"	"19077"	"2017"	"2017"	145	10670	1359.0
	"Guthrie County, IA"	"19077"	"2018"	"2018"	108	10720	1007.5
	"Guthrie County, IA"	"19077"	"2019"	"2019"	135	10689	1263.0
	"Hamilton County, IA"	"19079"	"2015"	"2015"	163	15190	1073.1
	"Hamilton County, IA"	"19079"	"2016"	"2016"	168	15076	1114.4
	"Hamilton County, IA"	"19079"	"2017"	"2017"	185	15115	1223.9
	"Hamilton County, IA"	"19079"	"2018"	"2018"	194	14952	1297.5
	"Hamilton County, IA"	"19079"	"2019"	"2019"	181	14773	1225.2
	"Hancock County, IA"	"19081"	"2015"	"2015"	121	10974	1102.6
	"Hancock County, IA"	"19081"	"2016"	"2016"	118	10835	1089.1
	"Hancock County, IA"	"19081"	"2017"	"2017"	120	10771	1114.1
	"Hancock County, IA"	"19081"	"2018"	"2018"	135	10712	1260.3
	"Hancock County, IA"	"19081"	"2019"	"2019"	103	10630	969.0
	"Hardin County, IA"	"19083"	"2015"	"2015"	233	17367	1341.6
	"Hardin County, IA"	"19083"	"2016"	"2016"	209	17226	1213.3
	"Hardin County, IA"	"19083"	"2017"	"2017"	229	17048	1343.3
	"Hardin County, IA"	"19083"	"2018"	"2018"	202	16868	1197.5
	"Hardin County, IA"	"19083"	"2019"	"2019"	229	16846	1359.4
	"Harrison County, IA"	"19085"	"2015"	"2015"	207	14265	1451.1
	"Harrison County, IA"	"19085"	"2016"	"2016"	171	14149	1208.6
	"Harrison County, IA"	"19085"	"2017"	"2017"	162	14136	1146.0
	"Harrison County, IA"	"19085"	"2018"	"2018"	193	14134	1365.5
	"Harrison County, IA"	"19085"	"2019"	"2019"	201	14049	1430.7
	"Henry County, IA"	"19087"	"2015"	"2015"	215	19950	1077.7
	"Henry County, IA"	"19087"	"2016"	"2016"	215	19773	1087.3
	"Henry County, IA"	"19087"	"2017"	"2017"	223	19863	1122.7
	"Henry County, IA"	"19087"	"2018"	"2018"	203	20067	1011.6
	"Henry County, IA"	"19087"	"2019"	"2019"	227	19954	1137.6
	"Howard County, IA"	"19089"	"2015"	"2015"	107	9410	1137.1
	"Howard County, IA"	"19089"	"2016"	"2016"	103	9332	1103.7
	"Howard County, IA"	"19089"	"2017"	"2017"	117	9228	1267.9
	"Howard County, IA"	"19089"	"2018"	"2018"	135	9187	1469.5
	"Howard County, IA"	"19089"	"2019"	"2019"	131	9158	1430.4
	"Humboldt County, IA"	"19091"	"2015"	"2015"	108	9555	1130.3
	"Humboldt County, IA"	"19091"	"2016"	"2016"	112	9487	1180.6
	"Humboldt County, IA"	"19091"	"2017"	"2017"	124	9564	1296.5
	"Humboldt County, IA"	"19091"	"2018"	"2018"	108	9547	1131.2
	"Humboldt County, IA"	"19091"	"2019"	"2019"	128	9558	1339.2
	"Ida County, IA"	"19093"	"2015"	"2015"	85	7028	1209.4
	"Ida County, IA"	"19093"	"2016"	"2016"	103	6985	1474.6
	"Ida County, IA"	"19093"	"2017"	"2017"	110	6865	1602.3
	"Ida County, IA"	"19093"	"2018"	"2018"	112	6841	1637.2
	"Ida County, IA"	"19093"	"2019"	"2019"	108	6860	1574.3
	"Iowa County, IA"	"19095"	"2015"	"2015"	194	16401	1182.9
	"Iowa County, IA"	"19095"	"2016"	"2016"	174	16311	1066.8
	"Iowa County, IA"	"19095"	"2017"	"2017"	183	16103	1136.4
	"Iowa County, IA"	"19095"	"2018"	"2018"	181	16141	1121.4
	"Iowa County, IA"	"19095"	"2019"	"2019"	229	16184	1415.0
	"Jackson County, IA"	"19097"	"2015"	"2015"	234	19444	1203.5
	"Jackson County, IA"	"19097"	"2016"	"2016"	187	19472	960.4
	"Jackson County, IA"	"19097"	"2017"	"2017"	239	19366	1234.1
	"Jackson County, IA"	"19097"	"2018"	"2018"	236	19432	1214.5
	"Jackson County, IA"	"19097"	"2019"	"2019"	231	19439	1188.3
	"Jasper County, IA"	"19099"	"2015"	"2015"	393	36827	1067.2
	"Jasper County, IA"	"19099"	"2016"	"2016"	363	36708	988.9
	"Jasper County, IA"	"19099"	"2017"	"2017"	423	36966	1144.3
	"Jasper County, IA"	"19099"	"2018"	"2018"	396	37147	1066.0
	"Jasper County, IA"	"19099"	"2019"	"2019"	391	37185	1051.5
	"Jefferson County, IA"	"19101"	"2015"	"2015"	155	17555	882.9
	"Jefferson County, IA"	"19101"	"2016"	"2016"	170	18090	939.7
	"Jefferson County, IA"	"19101"	"2017"	"2017"	192	18422	1042.2
	"Jefferson County, IA"	"19101"	"2018"	"2018"	178	18381	968.4
	"Jefferson County, IA"	"19101"	"2019"	"2019"	177	18295	967.5
	"Johnson County, IA"	"19103"	"2015"	"2015"	695	144251	481.8
	"Johnson County, IA"	"19103"	"2016"	"2016"	786	146547	536.3
	"Johnson County, IA"	"19103"	"2017"	"2017"	681	149210	456.4
	"Johnson County, IA"	"19103"	"2018"	"2018"	754	151260	498.5
	"Johnson County, IA"	"19103"	"2019"	"2019"	783	151140	518.1
	"Jones County, IA"	"19105"	"2015"	"2015"	213	20466	1040.8
	"Jones County, IA"	"19105"	"2016"	"2016"	189	20439	924.7
	"Jones County, IA"	"19105"	"2017"	"2017"	186	20536	905.7
	"Jones County, IA"	"19105"	"2018"	"2018"	202	20744	973.8
	"Jones County, IA"	"19105"	"2019"	"2019"	217	20681	1049.3
	"Keokuk County, IA"	"19107"	"2015"	"2015"	110	10163	1082.4
	"Keokuk County, IA"	"19107"	"2016"	"2016"	122	10119	1205.7
	"Keokuk County, IA"	"19107"	"2017"	"2017"	133	10153	1310.0
	"Keokuk County, IA"	"19107"	"2018"	"2018"	111	10225	1085.6
	"Keokuk County, IA"	"19107"	"2019"	"2019"	124	10246	1210.2
	"Kossuth County, IA"	"19109"	"2015"	"2015"	206	15165	1358.4
	"Kossuth County, IA"	"19109"	"2016"	"2016"	174	15114	1151.3
	"Kossuth County, IA"	"19109"	"2017"	"2017"	180	14999	1200.1
	"Kossuth County, IA"	"19109"	"2018"	"2018"	166	14908	1113.5
	"Kossuth County, IA"	"19109"	"2019"	"2019"	191	14813	1289.4
	"Lee County, IA"	"19111"	"2015"	"2015"	444	35089	1265.4
	"Lee County, IA"	"19111"	"2016"	"2016"	437	34615	1262.5
	"Lee County, IA"	"19111"	"2017"	"2017"	435	34295	1268.4
	"Lee County, IA"	"19111"	"2018"	"2018"	409	34055	1201.0
	"Lee County, IA"	"19111"	"2019"	"2019"	474	33657	1408.3
	"Linn County, IA"	"19113"	"2015"	"2015"	1743	219916	792.6
	"Linn County, IA"	"19113"	"2016"	"2016"	1806	221661	814.8
	"Linn County, IA"	"19113"	"2017"	"2017"	1804	224115	804.9
	"Linn County, IA"	"19113"	"2018"	"2018"	1836	225909	812.7
	"Linn County, IA"	"19113"	"2019"	"2019"	1819	226706	802.4
	"Louisa County, IA"	"19115"	"2015"	"2015"	111	11185	992.4
	"Louisa County, IA"	"19115"	"2016"	"2016"	109	11142	978.3
	"Louisa County, IA"	"19115"	"2017"	"2017"	117	11184	1046.1
	"Louisa County, IA"	"19115"	"2018"	"2018"	104	11169	931.1
	"Louisa County, IA"	"19115"	"2019"	"2019"	122	11035	1105.6
	"Lucas County, IA"	"19117"	"2015"	"2015"	121	8682	1393.7
	"Lucas County, IA"	"19117"	"2016"	"2016"	111	8647	1283.7
	"Lucas County, IA"	"19117"	"2017"	"2017"	115	8534	1347.6
	"Lucas County, IA"	"19117"	"2018"	"2018"	111	8645	1284.0
	"Lucas County, IA"	"19117"	"2019"	"2019"	110	8600	1279.1
	"Lyon County, IA"	"19119"	"2015"	"2015"	116	11745	987.7
	"Lyon County, IA"	"19119"	"2016"	"2016"	97	11754	825.3
	"Lyon County, IA"	"19119"	"2017"	"2017"	122	11792	1034.6
	"Lyon County, IA"	"19119"	"2018"	"2018"	121	11811	1024.5
	"Lyon County, IA"	"19119"	"2019"	"2019"	100	11755	850.7
	"Madison County, IA"	"19121"	"2015"	"2015"	159	15753	1009.3
	"Madison County, IA"	"19121"	"2016"	"2016"	157	15848	990.7
	"Madison County, IA"	"19121"	"2017"	"2017"	142	16013	886.8
	"Madison County, IA"	"19121"	"2018"	"2018"	166	16249	1021.6
	"Madison County, IA"	"19121"	"2019"	"2019"	144	16338	881.4
	"Mahaska County, IA"	"19123"	"2015"	"2015"	210	22324	940.7
	"Mahaska County, IA"	"19123"	"2016"	"2016"	253	22181	1140.6
	"Mahaska County, IA"	"19123"	"2017"	"2017"	253	22235	1137.8
	"Mahaska County, IA"	"19123"	"2018"	"2018"	223	22000	1013.6
	"Mahaska County, IA"	"19123"	"2019"	"2019"	267	22095	1208.4
	"Marion County, IA"	"19125"	"2015"	"2015"	336	33294	1009.2
	"Marion County, IA"	"19125"	"2016"	"2016"	334	33189	1006.4
	"Marion County, IA"	"19125"	"2017"	"2017"	358	33105	1081.4
	"Marion County, IA"	"19125"	"2018"	"2018"	326	33407	975.8
	"Marion County, IA"	"19125"	"2019"	"2019"	370	33253	1112.7
	"Marshall County, IA"	"19127"	"2015"	"2015"	492	40746	1207.5
	"Marshall County, IA"	"19127"	"2016"	"2016"	472	40312	1170.9
	"Marshall County, IA"	"19127"	"2017"	"2017"	468	40288	1161.6
	"Marshall County, IA"	"19127"	"2018"	"2018"	515	39981	1288.1
	"Marshall County, IA"	"19127"	"2019"	"2019"	470	39369	1193.8
	"Mills County, IA"	"19129"	"2015"	"2015"	129	14844	869.0
	"Mills County, IA"	"19129"	"2016"	"2016"	117	14972	781.5
	"Mills County, IA"	"19129"	"2017"	"2017"	143	15068	949.0
	"Mills County, IA"	"19129"	"2018"	"2018"	134	15063	889.6
	"Mills County, IA"	"19129"	"2019"	"2019"	151	15109	999.4
	"Mitchell County, IA"	"19131"	"2015"	"2015"	131	10832	1209.4
	"Mitchell County, IA"	"19131"	"2016"	"2016"	125	10763	1161.4
	"Mitchell County, IA"	"19131"	"2017"	"2017"	155	10631	1458.0
